name,detail_url,telefon,handy,fax,email,website,address,street,postal_code,city,district,categories
Firma ST Kälte- und Klimatechnik GmbH,"https://www.hwk-muenchen.de/betriebe/st-kaelte-und-klimatechnik-gmbh-74,0,bdbdetail.html?id=273438",089 326574-60,0151 58563461,089 326574-92,info@st-kaeltetechnik.de,http://www.st-kaeltetechnik.de,"ST Kälte- und Klimatechnik GmbH, Pelkovenstraße 55, 80992 München, Landkreis München, kreisfreie Stadt",Pelkovenstraße 55,80992,München,"Landkreis München, kreisfreie Stadt",Kälteanlagenbauer
Firma Sören Rödel Spenglerei Dachdeckerei GmbH,"https://www.hwk-muenchen.de/betriebe/soeren-roedel-spenglerei-dachdeckerei-gmbh-74,0,bdbdetail.html?id=211726",089 14839724,,089 14839725,sr@dachdecker-roedel.de,,"Sören Rödel Spenglerei Dachdeckerei GmbH, Pippinger Str. 37, 81245 München, Landkreis München, kreisfreie Stadt",Pippinger Str. 37,81245,München,"Landkreis München, kreisfreie Stadt",Dachdecker; Spengler
Firma A. Lehle Strassen- und Pflaster- Bau GmbH Strassenbauerhandwerksbetrieb,"https://www.hwk-muenchen.de/betriebe/a-lehle-strassen-und-pflaster-bau-gmbh-strassenbauerhandwerksbetrieb-74,0,bdbdetail.html?id=124537",,,,,,"A. Lehle Strassen- und Pflaster- Bau GmbH Strassenbauerhandwerksbetrieb, Bussardstr. 5, 82166 Gräfelfing, Landkreis München",Bussardstr. 5,82166,Gräfelfing,Landkreis München,Straßenbauer
Firma M & L Bau GmbH,"https://www.hwk-muenchen.de/betriebe/m-l-bau-gmbh-74,0,bdbdetail.html?id=13628",,,,,,"M & L Bau GmbH, Bussardstr. 5, 82166 Gräfelfing, Landkreis München",Bussardstr. 5,82166,Gräfelfing,Landkreis München,"Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale)"
Firma Sonnenpower GmbH,"https://www.hwk-muenchen.de/betriebe/sonnenpower-gmbh-74,0,bdbdetail.html?id=421747",089 90422553,,,info@sonnenpower.de,http://www.sonnenpower.de,"Sonnenpower GmbH, Bussardstraße 5, 82166 Gräfelfing, Landkreis München",Bussardstraße 5,82166,Gräfelfing,Landkreis München,Informationstechniker; Elektrotechniker
Firma GALERIA Markthalle GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/galeria-markthalle-gmbh-co-kg-74,0,bdbdetail.html?id=64607",,,,,,"GALERIA Markthalle GmbH & Co. KG, Riesstraße 61, 80993 München, Landkreis München, kreisfreie Stadt",Riesstraße 61,80993,München,"Landkreis München, kreisfreie Stadt",Metzger; Dekorationsnäher
Firma Schmidt Hermann GmbH,"https://www.hwk-muenchen.de/betriebe/schmidt-hermann-gmbh-74,0,bdbdetail.html?id=147479",089 1417575,0171 1495144,089 1495144,info@hermann-schmidt-dach.de,http://www.hermann-schmidt-dach.de,"Schmidt Hermann GmbH, Dresdner Straße 2, 80993 München, Landkreis München, kreisfreie Stadt",Dresdner Straße 2,80993,München,"Landkreis München, kreisfreie Stadt",Dachdecker; Spengler; Gerüstbauer
Firma Arthuber Fussböden GmbH,"https://www.hwk-muenchen.de/betriebe/arthuber-fussboeden-gmbh-74,0,bdbdetail.html?id=139151",089 3508059,,0893595517,fussboden@arthuber.de,,"Arthuber Fussböden GmbH, Riesenfeldstraße 38, 80809 München, Landkreis München, kreisfreie Stadt",Riesenfeldstraße 38,80809,München,"Landkreis München, kreisfreie Stadt",Estrichleger; Bodenleger
Firma Georg Bredl GmbH Elektroanlagen und Antennenbau,"https://www.hwk-muenchen.de/betriebe/georg-bredl-gmbh-elektroanlagen-und-antennenbau-74,0,bdbdetail.html?id=8002",089 3508181,,089 3593464,,,"Georg Bredl GmbH Elektroanlagen und Antennenbau, Schopenhauerstraße 94, 80809 München, Landkreis München, kreisfreie Stadt",Schopenhauerstraße 94,80809,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker
Firma REWE Markt GmbH Zweigniederlassung Eching/Mü.,"https://www.hwk-muenchen.de/betriebe/rewe-markt-gmbh-zweigniederlassung-eching-mue-74,0,bdbdetail.html?id=22443",,,,,,"REWE Markt GmbH Zweigniederlassung Eching/Mü., Untermenzinger Str. 71, 80997 München, Landkreis München, kreisfreie Stadt",Untermenzinger Str. 71,80997,München,"Landkreis München, kreisfreie Stadt","Metzger (beschränkt auf Fleisch- und Wursterzeugnisse für den Betrieb einer Frischfleischtheke im Lebensmittelhandel, Prüfen und Herrichten und unter Einsatz von Verpackungs-, Kühl- und Gefriertechnik haltbar machen und lagern)"
Firma H. und F. Sammer Malereibetrieb GmbH,"https://www.hwk-muenchen.de/betriebe/h-und-f-sammer-malereibetrieb-gmbh-74,0,bdbdetail.html?id=106112",,,,,,"H. und F. Sammer Malereibetrieb GmbH, Bussardstraße 4 b, 82166 Gräfelfing, Landkreis München",Bussardstraße 4 b,82166,Gräfelfing,Landkreis München,Maler und Lackierer; Stuckateur; Raumausstatter
Firma Bel Hair Friseurbetriebs GmbH,"https://www.hwk-muenchen.de/betriebe/bel-hair-friseurbetriebs-gmbh-74,0,bdbdetail.html?id=41050",,,,,,"Bel Hair Friseurbetriebs GmbH, Hanauer Straße 68 // OEZ, 80993 München, Landkreis München, kreisfreie Stadt",Hanauer Straße 68 // OEZ,80993,München,"Landkreis München, kreisfreie Stadt",Friseur
Firma Görtz u. Krass Optik GmbH,"https://www.hwk-muenchen.de/betriebe/goertz-u-krass-optik-gmbh-74,0,bdbdetail.html?id=134912",,,,,,"Görtz u. Krass Optik GmbH, Hanauer Straße 68, 80993 München, Landkreis München, kreisfreie Stadt",Hanauer Straße 68,80993,München,"Landkreis München, kreisfreie Stadt",Augenoptiker
Firma Modefriseur Blatter GmbH,"https://www.hwk-muenchen.de/betriebe/modefriseur-blatter-gmbh-74,0,bdbdetail.html?id=7657",089 475053,,089 4701695,,,"Modefriseur Blatter GmbH, Hanauer Straße 68 // 1.OG, 80993 München, Landkreis München, kreisfreie Stadt",Hanauer Straße 68 // 1.OG,80993,München,"Landkreis München, kreisfreie Stadt",Friseur
Firma Amplifon Deutschland GmbH,"https://www.hwk-muenchen.de/betriebe/amplifon-deutschland-gmbh-74,0,bdbdetail.html?id=218434",,,,,,"Amplifon Deutschland GmbH, Bunzlauer Straße 9, 80992 München, Landkreis München, kreisfreie Stadt",Bunzlauer Straße 9,80992,München,"Landkreis München, kreisfreie Stadt",Hörakustiker (Öffnungszeiten: Montag und Dienstag von 08.00 h bis 12.00 h und von 13.00h bis16.00 h)
Firma Hairconnect GmbH by Peter Beier,"https://www.hwk-muenchen.de/betriebe/hairconnect-gmbh-by-peter-beier-74,0,bdbdetail.html?id=197449",089 14950033,,,info@hairconnect.com,,"Hairconnect GmbH by Peter Beier, Dachauer Straße 282, 80992 München, Landkreis München, kreisfreie Stadt",Dachauer Straße 282,80992,München,"Landkreis München, kreisfreie Stadt",Friseur
Firma Krautter GmbH,"https://www.hwk-muenchen.de/betriebe/krautter-gmbh-74,0,bdbdetail.html?id=18283",089 146351,,089 1404553,krautter-gmbh@t-online.de,http://www.krauttergmbh.de,"Krautter GmbH, Haldenbergerstr. 14, 80997 München, Landkreis München, kreisfreie Stadt",Haldenbergerstr. 14,80997,München,"Landkreis München, kreisfreie Stadt",Installateur und Heizungsbauer
Firma Held & Bigovic Trockenbau GmbH,"https://www.hwk-muenchen.de/betriebe/held-bigovic-trockenbau-gmbh-74,0,bdbdetail.html?id=107214",,,,,,"Held & Bigovic Trockenbau GmbH, Bussardstraße 1, 82166 Gräfelfing, Landkreis München",Bussardstraße 1,82166,Gräfelfing,Landkreis München,"Gebäudereiniger; Parkettleger; Bodenleger; Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale)"
Firma Weißer Rabe Soziale Betriebe und Dienste GmbH,"https://www.hwk-muenchen.de/betriebe/weisser-rabe-soziale-betriebe-und-dienste-gmbh-74,0,bdbdetail.html?id=37323",,,,,,"Weißer Rabe Soziale Betriebe und Dienste GmbH, Wolfratshauser Straße 350, 81479 München, Landkreis München, kreisfreie Stadt",Wolfratshauser Straße 350,81479,München,"Landkreis München, kreisfreie Stadt",Textilreiniger
Firma Georg Ampler GmbH & Co. KG Fliesengeschäft,"https://www.hwk-muenchen.de/betriebe/georg-ampler-gmbh-co-kg-fliesengeschaeft-74,0,bdbdetail.html?id=50106",089 781611,,089 75998591,thomas.knorr@fliesen-ampler.de,,"Georg Ampler GmbH & Co. KG Fliesengeschäft, Hochbirken 3, 82061 Neuried, Landkreis München",Georg Ampler GmbH & Co. KG Fliesengeschäft,82061,Neuried,Landkreis München,"Fliesen-, Platten- und Mosaikleger"
Firma Elektro Beer GmbH,"https://www.hwk-muenchen.de/betriebe/elektro-beer-gmbh-74,0,bdbdetail.html?id=138458",089 474031,,089 473970,info@elektrobeer.de,http://www.elektrobeer.de,"Elektro Beer GmbH, Petuelring 92, 80807 München, Landkreis München, kreisfreie Stadt",Petuelring 92,80807,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker; Informationstechniker
Firma LBV Gebäudereinigung GmbH,"https://www.hwk-muenchen.de/betriebe/lbv-gebaeudereinigung-gmbh-74,0,bdbdetail.html?id=105730",,,,,,"LBV Gebäudereinigung GmbH, Petuelring 92, 80807 München, Landkreis München, kreisfreie Stadt",Petuelring 92,80807,München,"Landkreis München, kreisfreie Stadt","Gebäudereiniger; Bodenleger; Fliesen-, Platten- und Mosaikleger"
Firma REWE Markt GmbH Zweigniederlassung Eching/Mü.,"https://www.hwk-muenchen.de/betriebe/rewe-markt-gmbh-zweigniederlassung-eching-mue-74,0,bdbdetail.html?id=106054",,,,,,"REWE Markt GmbH Zweigniederlassung Eching/Mü., Petuelring 92, 80807 München, Landkreis München, kreisfreie Stadt",Petuelring 92,80807,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Brotmanufaktur Schmidt GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/brotmanufaktur-schmidt-gmbh-co-kg-74,0,bdbdetail.html?id=315913",089 4599120,,089 45991230,info@bestesbrot.de,http://www.bestesbrot.de,"Brotmanufaktur Schmidt GmbH & Co. KG, Neumarkter Straße 47, 81673 München, Landkreis München, kreisfreie Stadt",Neumarkter Straße 47,81673,München,"Landkreis München, kreisfreie Stadt",Bäcker; Konditoren
Firma Akkay Haustechnik und Handels GmbH,"https://www.hwk-muenchen.de/betriebe/akkay-haustechnik-und-handels-gmbh-74,0,bdbdetail.html?id=138941",089 35009043-44,0172 8483218,089 35009045,info@akkayhaustechnik.de,http://www.akkay.die-haustechniker.de,"Akkay Haustechnik und Handels GmbH, Schopenhauerstraße 79 // Rgb, 80807 München, Landkreis München, kreisfreie Stadt",Schopenhauerstraße 79 // Rgb,80807,München,"Landkreis München, kreisfreie Stadt",Installateur und Heizungsbauer
Firma HK Altbausanierungs- GmbH,"https://www.hwk-muenchen.de/betriebe/hk-altbausanierungs-gmbh-74,0,bdbdetail.html?id=155557",089 44109444,,089 55292324,,,"HK Altbausanierungs- GmbH, Walpurgisstr. 6, 81677 München, Landkreis München, kreisfreie Stadt",Walpurgisstr. 6,81677,München,"Landkreis München, kreisfreie Stadt","Fliesen-, Platten- und Mosaikleger; Estrichleger; Holz- und Bautenschützer (Mauerschutz und Holzimprägnierung in Gebäuden); Rollladen- und Sonnenschutztechniker; Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale); Parkettleger"
Firma Vukadin Hausverputz GmbH.,"https://www.hwk-muenchen.de/betriebe/vukadin-hausverputz-gmbh-74,0,bdbdetail.html?id=139073",,0171 6863660,,,,"Vukadin Hausverputz GmbH., Ramoltstraße 24, 81735 München, Landkreis München, kreisfreie Stadt",Ramoltstraße 24,81735,München,"Landkreis München, kreisfreie Stadt",Maurer und Betonbauer
Firma Micro-Tech Elektronik GmbH,"https://www.hwk-muenchen.de/betriebe/micro-tech-elektronik-gmbh-74,0,bdbdetail.html?id=69203",,,,,,"Micro-Tech Elektronik GmbH, Neumarkter Straße 34, 81673 München, Landkreis München, kreisfreie Stadt",Neumarkter Straße 34,81673,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker
Firma Bader Malereibetrieb GmbH,"https://www.hwk-muenchen.de/betriebe/bader-malereibetrieb-gmbh-74,0,bdbdetail.html?id=148506",089 74579907,0177 2574087,089 74579908,bader.malereibetrieb@gmx.de,http://www.bader-malereibetrieb.de,"Bader Malereibetrieb GmbH, Dornatorbogen  19, 82061 Neuried, (, Kr München), Landkreis München",Bader Malereibetrieb GmbH,82061,Neuried,Landkreis München,Maler und Lackierer; Stuckateur; Raumausstatter (Raumausst. (beschr.a.d.; Renovieren u.Neugestalten; v.Oberflaechen in Innen-; raeumen)); Bodenleger
Firma DB Services GmbH,"https://www.hwk-muenchen.de/betriebe/db-services-gmbh-74,0,bdbdetail.html?id=129606",,,13086629,Markus.Ma.Schroeder@deutschebahn.com,,"DB Services GmbH, Weihenstephaner Straße 7, 81673 München, Landkreis München, kreisfreie Stadt",Weihenstephaner Straße 7,81673,München,"Landkreis München, kreisfreie Stadt",Gebäudereiniger; Elektrotechniker; Kälteanlagenbauer
Firma K.O.Back-Kollektiv Ökologische Backwaren GmbH Bäckerhandwerk,"https://www.hwk-muenchen.de/betriebe/k-o-back-kollektiv-oekologische-backwaren-gmbh-baeckerhandwerk-74,0,bdbdetail.html?id=54410",,,,,,"K.O.Back-Kollektiv Ökologische Backwaren GmbH Bäckerhandwerk, Gundelindenstr. 1, 80805 München, Landkreis München, kreisfreie Stadt",Gundelindenstr. 1,80805,München,"Landkreis München, kreisfreie Stadt",Bäcker
Firma Landauer GmbH,"https://www.hwk-muenchen.de/betriebe/landauer-gmbh-74,0,bdbdetail.html?id=31920",089 882245,,089 882603,,,"Landauer GmbH, Pippinger Str. 49, 81245 München, Landkreis München, kreisfreie Stadt",Pippinger Str. 49,81245,München,"Landkreis München, kreisfreie Stadt",Installateur und Heizungsbauer
Firma Riedl GmbH,"https://www.hwk-muenchen.de/betriebe/riedl-gmbh-74,0,bdbdetail.html?id=129792",089 43707830,,089 43707850,,http://www.riedl-st.de,"Riedl GmbH, Adam-Berg-Straße 190, 81735 München, Landkreis München, kreisfreie Stadt",Adam-Berg-Straße 190,81735,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker (beschränkt auf Kommunikations- und Sicherheitstechnik)
Firma tekk-house GmbH,"https://www.hwk-muenchen.de/betriebe/tekk-house-gmbh-74,0,bdbdetail.html?id=155351",,,,,,"tekk-house GmbH, Oberföhringer Straße 26, 81925 München, Landkreis München, kreisfreie Stadt",Oberföhringer Straße 26,81925,München,"Landkreis München, kreisfreie Stadt","Maurer und Betonbauer; Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale); Schreiner; Zimmerer"
Firma Jumel - Wanner GmbH,"https://www.hwk-muenchen.de/betriebe/jumel-wanner-gmbh-74,0,bdbdetail.html?id=16866",,,,,,"Jumel - Wanner GmbH, Adam-Berg-Straße 167, 81735 München, Landkreis München, kreisfreie Stadt",Adam-Berg-Straße 167,81735,München,"Landkreis München, kreisfreie Stadt",Friseur
Firma Ing.R. Hennig Toranlagen GmbH,"https://www.hwk-muenchen.de/betriebe/ing-r-hennig-toranlagen-gmbh-74,0,bdbdetail.html?id=110487",089 852020,,,,,"Ing.R. Hennig Toranlagen GmbH, Rudolf Diesel Str. 4, 82166 Gräfelfing, Landkreis München",Rudolf Diesel Str. 4,82166,Gräfelfing,Landkreis München,Elektrotechniker; Informationstechniker
Firma Giesecke+Devrient Currency Technology GmbH,"https://www.hwk-muenchen.de/betriebe/gieseckedevrient-currency-technology-gmbh-74,0,bdbdetail.html?id=74335",,,,,,"Giesecke+Devrient Currency Technology GmbH, Prinzregentenstraße 161, 81677 München, Landkreis München, kreisfreie Stadt",Prinzregentenstraße 161,81677,München,"Landkreis München, kreisfreie Stadt",Graveure
Firma Motorrad Merkel GmbH,"https://www.hwk-muenchen.de/betriebe/motorrad-merkel-gmbh-74,0,bdbdetail.html?id=102418",089 1414948,,089 12112616,info@motorradmerkel.de,,"Motorrad Merkel GmbH, Dachauer Straße 447, 80993 München, Landkreis München, kreisfreie Stadt",Dachauer Straße 447,80993,München,"Landkreis München, kreisfreie Stadt",Feinwerkmechaniker; Zweiradmechaniker
Firma Bäckerei Isaak GmbH,"https://www.hwk-muenchen.de/betriebe/baeckerei-isaak-gmbh-74,0,bdbdetail.html?id=352050",+49 89 17998647,+49 176 17157802,,pwi@paul-isaak.de,,"Bäckerei Isaak GmbH, Stöcklstraße 1, 81247 München, Landkreis München, kreisfreie Stadt",Stöcklstraße 1,81247,München,"Landkreis München, kreisfreie Stadt",Bäcker
Firma A.S.A. GmbH,"https://www.hwk-muenchen.de/betriebe/a-s-a-gmbh-74,0,bdbdetail.html?id=185933",089 78795009,,089 78795011,,,"A.S.A. GmbH, Schleißheimer Straße 324, 80809 München, Landkreis München, kreisfreie Stadt",Schleißheimer Straße 324,80809,München,"Landkreis München, kreisfreie Stadt","Fliesen-, Platten- und Mosaikleger; Werkstein- und Terrazzohersteller; Estrichleger; Parkettleger; Eisenflechter; Bautentrocknungsgewerbe; Holz- und Bautenschützer (Mauerschutz und Holzimprägnierung in Gebäuden); Bodenleger; Betonbohrer und -schneider"
Firma ETH KFZ-Werkstatt GmbH,"https://www.hwk-muenchen.de/betriebe/eth-kfz-werkstatt-gmbh-74,0,bdbdetail.html?id=284652",089 3009111,,089 30657424,info@ethwerkstatt.de,http://www.ethwerkstatt.de,"ETH KFZ-Werkstatt GmbH, Preußenstraße 6, 80809 München, Landkreis München, kreisfreie Stadt",Preußenstraße 6,80809,München,"Landkreis München, kreisfreie Stadt",Maler und Lackierer (beschränkte auf Kfz-Lackierungen;); Kraftfahrzeugtechniker
Firma InPro electric GmbH,"https://www.hwk-muenchen.de/betriebe/inpro-electric-gmbh-74,0,bdbdetail.html?id=190314",089 3235070,05361 8545-130,089 32350711,,,"InPro electric GmbH, Preußenstraße 6, 80809 München, Landkreis München, kreisfreie Stadt",Preußenstraße 6,80809,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker
Firma HofmannRoebel GmbH,"https://www.hwk-muenchen.de/betriebe/hofmannroebel-gmbh-74,0,bdbdetail.html?id=87329",089 75983-0,,089 75983-50,info@hofmannroebel.de,http://www.hofmannroebel.de,"HofmannRoebel GmbH, Fichtenstraße 2, 82061 Neuried, (, Kr München), Landkreis München",Fichtenstraße 2,82061,Neuried,Landkreis München,Maurer und Betonbauer
Firma Pichler Biofleisch-Vertriebs Gmbh & Co Kg,"https://www.hwk-muenchen.de/betriebe/pichler-biofleisch-vertriebs-gmbh-co-kg-74,0,bdbdetail.html?id=195766",,,,pichlerj@t-online.de,,"Pichler Biofleisch-Vertriebs Gmbh & Co Kg, Pasingerstraße 50, 82166 Gräfelfing, Landkreis München",Pasingerstraße 50,82166,Gräfelfing,Landkreis München,Metzger
Firma Albrecht Feinwerkmechanik GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/albrecht-feinwerkmechanik-gmbh-co-kg-74,0,bdbdetail.html?id=102173",089 858965-0,,089 858965-27,info@albrecht-fm.de,http://www.albrecht-fm.de,"Albrecht Feinwerkmechanik GmbH & Co. KG, Fichtenstraße 4, 82061 Neuried, (, Kr München), Landkreis München",Fichtenstraße 4,82061,Neuried,Landkreis München,Feinwerkmechaniker; Zweiradmechaniker
Firma KKS GmbH,"https://www.hwk-muenchen.de/betriebe/kks-gmbh-74,0,bdbdetail.html?id=93351",089 1578820,,089 1578629,info@kks-klima.de,https:www.kks-klima.de,"KKS GmbH, Korbinianstraße 2, 80807 München, Landkreis München, kreisfreie Stadt",Korbinianstraße 2,80807,München,"Landkreis München, kreisfreie Stadt",Kälteanlagenbauer
Firma Memminger Heizungsbau GmbH,"https://www.hwk-muenchen.de/betriebe/memminger-heizungsbau-gmbh-74,0,bdbdetail.html?id=60681",089 685121,,089 6803368,info@memminger-gmbh.de,http://www.memminger-gmbh.de,"Memminger Heizungsbau GmbH, Balanstraße 378, 81549 München, Landkreis München, kreisfreie Stadt",Balanstraße 378,81549,München,"Landkreis München, kreisfreie Stadt",Installateur und Heizungsbauer
Firma Autohaus Fenner GmbH,"https://www.hwk-muenchen.de/betriebe/autohaus-fenner-gmbh-74,0,bdbdetail.html?id=35831",089 79086425,,089 79086461,neuried@autohaus-fenner.de,http://www.autohaus-fenner.de,"Autohaus Fenner GmbH, Gautingerstr. 38, 82061 Neuried, Landkreis München",Gautingerstr. 38,82061,Neuried,Landkreis München,Kraftfahrzeugtechniker
Firma Jolmes Bayern GmbH,"https://www.hwk-muenchen.de/betriebe/jolmes-bayern-gmbh-74,0,bdbdetail.html?id=228831",089 745158710,,089 745158719,,,"Jolmes Bayern GmbH, Bunsenstraße 3, 82152 Planegg, Landkreis München",Bunsenstraße 3,82152,Planegg,Landkreis München,Gebäudereiniger
Firma RB Präzisionswerkzeugbau GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/rb-praezisionswerkzeugbau-gmbh-co-kg-74,0,bdbdetail.html?id=162996",089 8982740,,089 89827429,,,"RB Präzisionswerkzeugbau GmbH & Co. KG, Falkenstr. 21, 82166 Gräfelfing, Landkreis München",Falkenstr. 21,82166,Gräfelfing,Landkreis München,Feinwerkmechaniker
Firma Elmar Schmid GmbH,"https://www.hwk-muenchen.de/betriebe/elmar-schmid-gmbh-74,0,bdbdetail.html?id=32311",089 1414421,,089 1405351,info@sonnenschutz-schmid.de,http://www.sonnenschutz-schmid.de,"Elmar Schmid GmbH, Prangerlstraße 5, 81247 München, Landkreis München, kreisfreie Stadt",Prangerlstraße 5,81247,München,"Landkreis München, kreisfreie Stadt",Rollladen- und Sonnenschutztechniker
